P_NAME,HOST_NAME,DISCOVERY_METHOD,P_PERIOD,P_SEMI_MAJOR_AXIS,P_RADIUS,P_MASS,P_DENSITY,P_ECCENTRICITY,P_TEMP_EQUIL,P_INCLINATION,S_TEMPERATURE,S_RADIUS,S_MASS
WASP-49 b,WASP-49,Transit,2.7817387,0.0379,12.498,120.135,0.363,0,,84.89,5600,0.98,0.94
WASP-49 b,WASP-49,Transit,2.78173708,,,,,,,,,,
WASP-49 b,WASP-49,Transit,2.78173786,,12.684,,,,1270,,5600,1.02,
WASP-5 b,WASP-5,Transit,1.6284246,0.02714,13.047,497.40395,1.32,,1732,85.8,5700,1.08,1
WASP-5 b,WASP-5,Transit,1.6284246,0.02729,13.126,520.28771,1.36,,1732,85.8,5700,1.08,1.02
WASP-5 b,WASP-5,Transit,1.6284246,0.0274,13.171,506.93885,1.22,,1753,85.8,5770,1.09,1.03
WASP-5 b,WASP-5,Transit,1.6284229,0.02709,12.778,494.22565,,0.0351,,86.1,5700,1.06,1
WASP-5 b,WASP-5,Transit,1.6284296,0.02683,12.218,502.15,1.62,0,1753,85,5880,1.03,0.97
WASP-5 b,WASP-5,Transit,1.6284279,0.0267,12.184,502.15,1.64,0.038,1706,86.9,5700,1.03,0.96
WASP-5 b,WASP-5,Transit,1.62842956,,12.949,,,,1603,,5700,1.09,
WASP-5 b,WASP-5,Transit,1.62843,,,,,,,,5700,1.03,0.96
WASP-5 b,WASP-5,Transit,1.62843033,,,,,,,,5880,1.03,0.97
WASP-5 b,WASP-5,Transit,1.62842991,,,,,,,,,,
WASP-5 b,WASP-5,Transit,1.62842997,,,,,,,85.6,5880,1.03,0.97
WASP-5 b,WASP-5,Transit,1.62842953,,,,,,,,5735.75,1.09,1.02
WASP-5 b,WASP-5,Transit,1.62842953,0.02739,13.171,505.3497,1.21,0.012,,85.8,5770,1.09,1.03
WASP-5 b,WASP-5,Transit,1.62843142,0.02702,13.081,498.336,1.22,0,,85.58,,1.08,1
WASP-50 b,WASP-50,Transit,1.95509245,,,,,,,,5400,,
WASP-50 b,WASP-50,Transit,1.9550959,0.02945,12.924,466.555,1.274,0.009,,84.74,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.9550938,0.02945,12.924,464.0318,1.18,0.022,,84.74,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.9550928,,,,,,,,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.9551,0.0293,13.07,466.8287,1.325,,1395,84.88,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.95509299,,,,,,,,,,
WASP-50 b,WASP-50,Transit,1.9550929,,,,,0.009,,84.74,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.9551,,13.675,524.4195,,0.01,,84,5400,0.89,1.06
WASP-50 b,WASP-50,Transit,1.9550931,,,,,,,,5400,0.84,0.89
WASP-50 b,WASP-50,Transit,1.95509316,,13.141,,,,1307,,5400,0.87,
WASP-52 b,WASP-52,Transit,1.74978117,,,,,,,85.35,5000,0.79,0.87
WASP-52 b,WASP-52,Transit,1.7497798,0.0272,14.24,146.2,0.29,0,1315,85.35,5000,0.79,0.87
WASP-52 b,WASP-52,Transit,1.74978119,,,,,,,,5000,0.79,0.87
WASP-52 b,WASP-52,Transit,1.74978082,,,,,,,,,,
WASP-52 b,WASP-52,Transit,1.7497835,0.02713,14.235,145.88397,0.277,0.092,,85.35,5000,0.79,0.87
WASP-52 b,WASP-52,Transit,1.7497828,,13.709,146.2018,0.334,0,1309,85.24,5000,0.79,0.87
WASP-52 b,WASP-52,Transit,1.7497835,,,,,,,,5087,0.86,0.85
WASP-52 b,WASP-52,Transit,1.7497798,,,,,0,,85.06,5087,0.86,0.85
WASP-53 b,WASP-53,Transit,3.3098443,0.04101,12.038,677.61356,2.28,0.03,1053,87.08,4953,0.8,0.84
WASP-53 b,WASP-53,Transit,3.30984314,,,,,,,,,,
WASP-53 b,WASP-53,Transit,3.30984575,,12.432,,,,1006,,4953,0.86,
WASP-53 b,WASP-53,Transit,3.30984278,,,,,,,87.08,4953,0.8,0.84
WASP-53 b,WASP-53,Transit,3.3098436,,,,,,,,4953,0.8,0.84
WASP-53 c,WASP-53,Radial Velocity,2840,3.73,,,,0.8369,,,4953,0.8,0.84
WASP-54 b,WASP-54,Transit,3.69359933,,,,,0.07,,85,6100,1.83,1.21
WASP-54 b,WASP-54,Transit,3.6935999,,,,,,,,,,
WASP-54 b,WASP-54,Transit,3.6936411,0.04988,18.528,192.60498,0.167,0.06,,84.97,6100,1.83,1.21
WASP-54 b,WASP-54,Transit,3.69359967,,17.009,,,,1623,,6097.47,1.78,
WASP-54 b,WASP-54,Transit,3.6936411,0.04987,18.528,202.131,0.188,0.067,1759,84.97,6100,1.83,1.21
WASP-54 b,WASP-54,Transit,3.69364,,17.71,187.5197,,0.07,,84.97,6100,1.76,1.08
WASP-55 b,WASP-55,Transit,4.465633,0.05326,14.572,181.48093,0.321,0.056,,89.2,5900,1.06,1.01
WASP-55 b,WASP-55,Transit,4.46563013,,,,,,,89,5960,1.06,1.01
WASP-55 b,WASP-55,Transit,4.465633,0.0533,14.572,181.155,0.346,0.2,,89.2,5960,1.06,1.01
WASP-55 b,WASP-55,Transit,4.46563,,14.908,193.8763,,0,,89.6,5900,1.09,1.11
WASP-55 b,WASP-55,Transit,4.4656299,,,,,,,,5960,1.06,1.01
WASP-55 b,WASP-55,Transit,4.4656291,0.0558,14.964,199.27941,0.329,,1300,89.05,6070,1.1,1.16
WASP-55 b,WASP-55,Transit,4.46659676,,,,,,,,6070,1.09,1.13
WASP-55 b,WASP-55,Transit,4.466,,,,,,,,6070,1.09,1.13
WASP-55 b,WASP-55,Transit,4.4656243,,14.73,,,,,,,1.07,
WASP-55 b,WASP-55,Transit,4.465635,,14.8,,,,,,,1.11,
WASP-55 b,WASP-55,Transit,4.4656294,,,,,,,,,,
WASP-55 b,WASP-55,Transit,4.46563433,,14.647,,,,1189,,6070,1.09,
WASP-56 b,WASP-56,Transit,4.617101,0.05458,12.24,181.473,0.583,0,1216,88.5,5600,1.11,1.02
WASP-56 b,WASP-56,Transit,4.6170519,,12.468,,,,1281,,5797,1.11,
WASP-56 b,WASP-56,Transit,4.6170654,,,,,,,,5600,1.11,1.02
WASP-56 b,WASP-56,Transit,4.617057,,,,,,,,,,
WASP-56 b,WASP-56,Transit,4.6171,,10.536,143.0235,,0,,88.5,5600,0.96,0.71
WASP-56 b,WASP-56,Transit,4.61705992,,,,,,,88.5,5600,1.11,1.02
WASP-56 b,WASP-56,Transit,4.617101,0.05614,12.24,190.38017,0.571,0.082,,88.5,5600,1.11,1.11
WASP-57 b,WASP-57,Transit,2.838918,,,,,,,86,5600,0.84,0.95
WASP-57 b,WASP-57,Transit,2.838918,,,,,,,,5600,0.84,0.95
WASP-57 b,WASP-57,Transit,2.83891856,0.03769,11.769,204.68252,0.693,,1338,86.05,5600,0.93,0.89
WASP-57 b,WASP-57,Transit,2.83862151,,12.901,,,,1313,,5878,1.03,
WASP-57 b,WASP-57,Transit,2.83891856,0.03772,11.769,204.36469,0.69,0.059,,86.05,5600,0.93,0.89
WASP-57 b,WASP-57,Transit,2.838971,0.0386,10.267,213.573,1.161,0,1251,88,5600,0.84,0.95
WASP-57 b,WASP-57,Transit,2.8389228,,,,,,,,,,
WASP-58 b,WASP-58,Transit,5.0172131,,,,,,,,6034,1.1,1.12
WASP-58 b,WASP-58,Transit,5.01718,0.0562,15.356,285.72917,0.44,0.044,,87.4,5800,1.17,0.94
WASP-58 b,WASP-58,Transit,5.01718,,16.029,308.2951,,0,,87.4,5800,1.22,1.06
WASP-58 b,WASP-58,Transit,5.0172133,,,,,,,87.4,5800,1.17,0.94
WASP-58 b,WASP-58,Transit,5.01718,0.0561,15.36,282.86,0.45,0,1270,87.4,5800,1.17,0.94
WASP-58 b,WASP-58,Transit,5.01721434,,,,,,,,,,
WASP-58 b,WASP-58,Transit,5.0172146,,13.548,,,,1144,,5930,1.1,
WASP-58 b,WASP-58,Transit,5.0172137,,,,,,,,5800,1.17,0.94
WASP-59 b,WASP-59,Transit,7.919585,0.0697,8.687,272.38031,2.28,0.12,,89.27,4650,0.61,0.72
WASP-59 b,WASP-59,Transit,7.919585,0.0697,8.687,274.276,2.4,0.1,670,89.27,4650,0.61,0.72
WASP-59 b,WASP-59,Transit,7.91926045,,11.529,,,,633,,4302,0.76,
WASP-6 b,WASP-6,Transit,,,,,,,1145,,5380.72,0.82,0.93
WASP-6 b,WASP-6,Transit,,,11.994,,,,,,5450,0.73,0.55
WASP-6 b,WASP-6,Transit,3.36100215,,,,,0.054,,88.5,5450,0.87,0.88
WASP-6 b,WASP-6,Transit,3.361006,0.0421,13.72,160,0.359,0.054,,88.47,5450,0.87,0.88
WASP-6 b,WASP-6,Transit,3.36100239,0.04217,13.72,153.51189,0.326,0.07,,88.47,5450,0.87,0.88
WASP-6 b,WASP-6,Transit,3.36100113,,12.727,,,,1037,,5375,0.82,
WASP-6 b,WASP-6,Transit,3.36100237,,,,,,,,,,
WASP-6 b,WASP-6,Transit,3.36100208,0.0414,13.787,154.14755,0.325,0.054,1184,88.38,5375,0.86,0.84
WASP-6 b,WASP-6,Transit,3.36,,13.675,158.915,,,1150,,5380.72,0.82,0.93
WASP-6 b,WASP-6,Transit,3.36101,,11.545,117.5971,,0.05,,88.47,5450,0.73,0.55
WASP-6 b,WASP-6,Transit,3.36100207,,,,,,,,5450,0.87,0.88
WASP-6 b,WASP-6,Transit,3.3610032,,,,,,,,5450,0.73,0.55
WASP-60 b,WASP-60,Transit,4.30482901,,13.84,,,,1407,,6001,1.51,
WASP-60 b,WASP-60,Transit,4.305004,0.05548,13.731,177.9848,0.378,,1479,86.1,6105,1.4,1.23
WASP-60 b,WASP-60,Transit,4.3050061,,,,,,,87.9,5900,1.14,1.08
WASP-60 b,WASP-60,Transit,4.305003,,,,,,,,,,
WASP-60 b,WASP-60,Transit,4.305,,9.864,174.8065,,0,,87.9,5900,1.17,1.19
WASP-60 b,WASP-60,Transit,4.3050011,0.05311,9.64,160.50415,0.99,0.064,,87.9,5900,1.14,1.08
WASP-60 b,WASP-60,Transit,4.305007,,,,,,,,5900,1.14,1.08
WASP-60 b,WASP-60,Transit,4.3050011,0.0531,9.64,163.358,1.1,0,1320,87.9,5900,1.14,1.08
WASP-61 b,WASP-61,Transit,3.855898,0.0521,13.563,654.7298,1.55,0,1624,89.3,6250,1.39,1.27
WASP-61 b,WASP-61,Transit,3.8559,,15.805,851.7844,,0,,89.35,6250,1.55,1.82
WASP-61 b,WASP-61,Transit,3.8559,0.05146,13.899,651.5515,1.33,0.074,,89.35,6250,1.36,1.22
WASP-61 b,WASP-61,Transit,3.85588998,,14.522,,,,1456,,6244.5,1.43,
WASP-61 b,WASP-61,Transit,3.8559,0.0514,13.899,654.702,1.423,0.26,,89.35,6320,1.36,1.22
WASP-61 b,WASP-61,Transit,3.85589655,,,,,,,,,,
WASP-61 b,WASP-61,Transit,3.8558986,,,,,,,,6250,1.55,1.82
WASP-61 b,WASP-61,Transit,3.855898,,,,,,,,6320,1.36,1.22
WASP-61 b,WASP-61,Transit,3.85589659,,,,,,,89.3,6320,1.36,1.22
WASP-62 b,WASP-62,Transit,4.4119378,,15.471,,,,1408,,6280,1.21,
WASP-62 b,WASP-62,Transit,4.41194014,,,,,,,,,,
WASP-62 b,WASP-62,Transit,4.411953,0.05672,15.581,180.52744,0.262,0.075,,88.3,6230,1.28,1.25
WASP-62 b,WASP-62,Transit,4.4119395,,,,,,,,6280,1.28,1.25
WASP-62 b,WASP-62,Transit,4.41194,0.0571,15.02,184.3414,0.32,0,1475,88.5,6230,1.29,1.28
WASP-62 b,WASP-62,Transit,4.41195,,14.796,165.2716,,0,,88.3,6230,1.23,1.11
WASP-62 b,WASP-62,Transit,4.4119379,,,,,,,,6230,1.23,1.11
WASP-62 b,WASP-62,Transit,4.411953,0.0567,15.581,181.155,0.279,0.21,,88.3,6280,1.28,1.25
WASP-62 b,WASP-62,Transit,4.41193852,,,,,,,,,,
WASP-62 b,WASP-62,Transit,4.41193868,,,,,,,88.3,6280,1.28,1.25
WASP-62 b,WASP-62,Transit,4.41193858,,,,,,,88.57,6391,1.21,1.28
WASP-63 b,WASP-63,Transit,4.37808205,,,,,,,87.8,5570,1.88,1.32
WASP-63 b,WASP-63,Transit,4.37809,0.05417,14.908,107.74437,0.179,0.086,,87.8,5550,1.76,1.1
WASP-63 b,WASP-63,Transit,4.37808065,,15.177,,,,1470,,5570,1.79,
WASP-63 b,WASP-63,Transit,4.37808205,,,,,,,,,,
WASP-63 b,WASP-63,Transit,4.37809,0.0574,16.029,120.77,0.173,0.22,,87.8,5570,1.88,1.32
WASP-63 b,WASP-63,Transit,4.37808,,15.805,117.5971,,0,,87.8,5550,1.86,1.28
WASP-63 b,WASP-63,Transit,4.378083,,,,,,,,5550,1.86,1.28
WASP-64 b,WASP-64,Transit,1.57328484,,14.725,,,,1604,,5400,1.1,
WASP-64 b,WASP-64,Transit,1.57329027,,,,,,,86.6,5400,1.06,1
WASP-64 b,WASP-64,Transit,1.57329028,,,,,,,,,,
WASP-64 b,WASP-64,Transit,1.5732918,0.02648,14.247,403.945,0.823,0,1689,86.57,5400,1.06,1
WASP-64 b,WASP-64,Transit,1.57329025,,,,,,,,5400,1.06,1
WASP-64 b,WASP-64,Transit,1.5732918,0.02652,14.247,388.07043,0.737,0.054,,86.57,5550,1.06,1
WASP-65 b,WASP-65,Transit,2.3114199,,14.293,,,,1480,,5785.79,1.07,
WASP-65 b,WASP-65,Transit,2.3114217,,,,,,,,5600,1.01,0.93
WASP-65 b,WASP-65,Transit,2.3114243,0.0334,12.464,492.62,1.5,0,1480,88.8,5600,1.01,0.93
WASP-65 b,WASP-65,Transit,2.31142069,,,,,,,,,,
WASP-65 b,WASP-65,Transit,2.3114205,,,,,,,88.8,5600,1.01,0.93
WASP-65 b,WASP-65,Transit,2.3114243,0.0334,12.464,489.4582,1.38,0.016,,88.8,5600,1.01,0.93
WASP-66 b,WASP-66,Transit,4.0860519,,,,,,,,,,
WASP-66 b,WASP-66,Transit,4.086052,0.05461,15.581,753.2571,1.09,0.046,,85.9,6600,1.75,1.3
WASP-66 b,WASP-66,Transit,4.0860502,,,,,,,,6600,1.76,1.33
WASP-66 b,WASP-66,Transit,4.086052,0.0546,15.581,737.3656,,0,,85.9,6600,1.75,1.3
WASP-66 b,WASP-66,Transit,4.08605693,,12.911,,,,1570,,6580,1.48,
WASP-66 b,WASP-66,Transit,4.08605,,15.693,746.9005,,0,,85.9,6600,1.76,1.33
WASP-66 b,WASP-66,Transit,4.08605198,,,,,,,85.9,6580,1.75,1.3
WASP-66 b,WASP-66,Transit,4.086052,0.0546,15.581,737.335,1.144,0.11,,85.9,6580,1.75,1.3
WASP-67 b,WASP-67,Transit,4.61441644,,,,,,,85.8,5240,0.87,0.87
WASP-67 b,WASP-67,Transit,4.61442,,12.89,136.6669,,0,,85.8,5200,0.88,0.91
WASP-67 b,WASP-67,Transit,4.6144166,,,,,,,,5240,0.87,0.87
WASP-67 b,WASP-67,Transit,4.61442,0.0517,15.693,133.483,0.213,0.2,,85.8,5240,0.87,0.87
WASP-67 b,WASP-67,Transit,4.61,0.051,12.229,129.034,0.388,,1003,86.2,,0.82,0.83
WASP-67 b,WASP-67,Transit,4.6144109,0.05179,15.693,133.4886,0.2,0.015,,85.8,5200,0.87,0.87
WASP-67 b,WASP-67,Transit,4.6144086,,,,,,,,,,
WASP-68 b,WASP-68,Transit,5.0843144,,,,,,,88.1,5911,1.69,1.24
WASP-68 b,WASP-68,Transit,5.084298,0.06206,13.9,301.93,0.665,0,1490,88.1,5911,1.69,1.24
WASP-68 b,WASP-68,Transit,5.084298,0.06219,13.899,304.16331,0.63,0.023,,88.1,5910,1.69,1.24
WASP-68 b,WASP-68,Transit,5.0843,,14.796,343.2564,,0,,88.1,5910,1.79,1.49
WASP-69 b,WASP-69,Transit,3.86814922,,12.266,,,,935,,4746,0.88,
WASP-69 b,WASP-69,Transit,3.868139,,,,,,,,4715,0.81,0.83
WASP-69 b,WASP-69,Transit,3.8681382,0.04525,9.113,82.632,0.291,0,963,86.71,4715,0.81,0.83
WASP-69 b,WASP-69,Transit,3.86813888,,,,,,,86.71,4715,0.81,0.83
WASP-69 b,WASP-69,Transit,3.8681382,0.04525,11.848,82.6358,,0,963,86.71,4700,0.81,0.83
WASP-69 b,WASP-69,Transit,3.86814,,12.442,92.1707,,0,,86.71,4700,0.86,0.98
WASP-69 b,WASP-69,Transit,3.8681382,0.04527,11.848,79.4575,0.262,0.11,,86.71,4700,0.81,0.83
WASP-7 b,WASP-7,Transit,4.9546416,0.0619,15.278,305.1168,0.473,,1502,87.03,6400,1.47,1.28
WASP-7 b,WASP-7,Transit,4.95464969,,,,,,,87,6400,1.24,1.28
WASP-7 b,WASP-7,Transit,4.95466,,11.994,397.2875,,0,,89.6,6400,1.44,1.91
WASP-7 b,WASP-7,Transit,4.954658,0.0618,10.256,305.1168,1.67,0,1379,89.6,6400,1.24,1.28
WASP-7 b,WASP-7,Transit,4.9546515,,,,,,,,,,
WASP-7 b,WASP-7,Transit,4.954648,,13.089,,,,1386,,6562,1.47,
WASP-7 b,WASP-7,Transit,4.9546416,,,305.1168,,0,,87.2,6520,,1.28
WASP-7 b,WASP-7,Transit,4.9546416,0.0624,15.401,311.4734,0.469,,1530,87.03,6520,1.48,1.32
WASP-7 b,WASP-7,Transit,4.9546417,,,,,,,,6400,1.43,1.28
WASP-7 b,WASP-7,Transit,,,,359.46573,,0.034,,,,,1.34
WASP-7 b,WASP-7,Transit,4.9546416,0.0617,14.908,305.1168,0.55,,1487,87.03,6400,1.43,1.28
WASP-7 b,WASP-7,Transit,4.9546416,0.06188,15.278,344.20989,0.53,0.049,,87.03,6400,1.47,1.28
WASP-70 A b,WASP-70 A,Transit,3.71301695,,,,,,,87.1,5763,1.22,1.11
WASP-70 A b,WASP-70 A,Transit,3.7130203,0.04855,13.047,189.74451,0.454,0.053,,87.12,5700,1.22,1.11
WASP-70 A b,WASP-70 A,Transit,3.7130203,0.04853,13.047,187.512,0.499,0,1387,87.12,5763,1.22,1.11
WASP-70 A b,WASP-70 A,Transit,3.7130169,,,,,,,,5763,1.22,1.11
WASP-71 b,WASP-71,Transit,2.90367,,13.227,441.7837,,0,,84.2,6050,1.82,0.76
WASP-71 b,WASP-71,Transit,2.9036693,,,,,,,,6050,1.82,0.76
WASP-71 b,WASP-71,Transit,2.9036747,0.04622,16.365,706.21826,0.89,0.019,,84.9,6050,2.26,1.56
WASP-71 b,WASP-71,Transit,2.90368321,,,,,,,84.9,6059,2.26,1.56
WASP-71 b,WASP-71,Transit,2.9037041,,14.694,,,,1945,,6059,2.14,
WASP-71 b,WASP-71,Transit,2.90368303,,,,,,,,,,
WASP-71 b,WASP-71,Transit,2.9036747,0.04619,16.37,712.545,0.94,0,2049,84.9,6059,2.26,1.56
WASP-72 b,WASP-72,Transit,2.21674331,,,,,,,81.6,6250,1.98,1.39
WASP-72 b,WASP-72,Transit,2.21673,,14.46,731.009,,0,,86.8,6250,2.18,2.78
WASP-72 b,WASP-72,Transit,2.2167421,0.03711,14.235,459.58218,0.87,0.017,,81.6,6250,1.98,1.39
WASP-72 b,WASP-72,Transit,2.2167421,0.03708,14.24,491.3763,0.96,0,2210,81.6,6250,1.98,1.39
WASP-72 b,WASP-72,Transit,2.2167394,,,,,,,,6250,2.18,2.78
WASP-72 b,WASP-72,Transit,2.21674248,,,,,,,,,,
WASP-72 b,WASP-72,Transit,2.216742,,14.235,491.39696,,0,,81.6,,1.98,1.39
WASP-72 b,WASP-72,Transit,2.21674,,18.251,,,,1864,,6250,2.66,
WASP-73 b,WASP-73,Transit,4.08722,,15.917,908.9938,,0,,87.4,6030,2.55,2.52
WASP-73 b,WASP-73,Transit,4.0873001,,,,,,,87.4,6036,2.07,1.34
WASP-73 b,WASP-73,Transit,4.0872977,,,,,,,,6030,2.55,2.52
WASP-73 b,WASP-73,Transit,4.0872856,,,,,,,,6124,2.22,1.16
WASP-73 b,WASP-73,Transit,4.0873001,,,,,,,,,,
WASP-73 b,WASP-73,Transit,4.08722,0.05517,13.002,597.20257,1.53,0.017,,87.4,6030,2.07,1.34
WASP-73 b,WASP-73,Transit,4.0872956,,13.624,,,,1755,,6036,2.22,
WASP-73 b,WASP-73,Transit,4.08722,0.05512,13.002,597.5,1.596,0,1790,87.4,6036,2.07,1.34
WASP-74 b,WASP-74,Transit,2.13775367,,,,,,,79.81,5970,1.64,1.48
WASP-74 b,WASP-74,Transit,2.13775,0.037,17.486,301.9385,0.33,0,1910,79.81,5970,1.64,1.48
WASP-74 b,WASP-74,Transit,2.13775,,15.244,228.8376,,0,,79.81,5990,1.42,0.98
WASP-74 b,WASP-74,Transit,2.13775,0.03705,17.486,300.03152,0.309,0.03,,79.81,5990,1.64,1.48
WASP-74 b,WASP-74,Transit,2.1377512,,,,,,,,,,
WASP-74 b,WASP-74,Transit,2.1377445,0.03443,15.737,262.52758,0.3697,,1926,79.86,5984,1.54,1.19
WASP-74 b,WASP-74,Transit,2.1377516,,,,,,,,5970,1.64,1.48
WASP-75 b,WASP-75,Transit,2.4841987,,,,,,,,6100,1.26,1.14
WASP-75 b,WASP-75,Transit,2.4841905,0.03793,15.6,,,,,,6090,1.39,1.18
WASP-75 b,WASP-75,Transit,2.4841976,,,,,,,82,6100,1.26,1.14
WASP-75 b,WASP-75,Transit,2.48419726,,,,,,,,,,
WASP-75 b,WASP-75,Transit,2.4841981,,15.54,,,,,,,1.32,
WASP-75 b,WASP-75,Transit,2.484193,0.0375,14.235,340.06,0.69,0,1710,82,6100,1.26,1.14
WASP-75 b,WASP-75,Transit,2.4841975,,13.341,,,,1232,,6089,1.28,
WASP-75 b,WASP-75,Transit,2.484193,0.03751,14.235,341.03159,0.649,0.056,,82,6100,1.26,1.14
WASP-75 b,WASP-75,Transit,2.48450535,,,,,,,,6089,1.28,1.14
WASP-75 b,WASP-75,Transit,2.4841939,,11.8,,,,,,5994,1.13,
WASP-76 b,WASP-76,Transit,1.80988043,,,,,,,88,6250,1.73,1.46
WASP-76 b,WASP-76,Transit,1.80988058,,,,,,,,,,
WASP-76 b,WASP-76,Transit,1.8098806,,,,,,,,6250,1.73,1.46
WASP-76 b,WASP-76,Transit,1.809886,0.033,20.512,292.4036,0.201,0,2160,88,6250,1.73,1.46
WASP-76 b,WASP-76,Transit,1.80988108,,21.956,,,,2159,,6278.2,1.89,
WASP-77 A b,WASP-77 A,Transit,1.36003,,15.468,727.8307,,0,,89.4,5365,1.09,1.49
WASP-77 A b,WASP-77 A,Transit,1.3600309,0.024,13.56,559.36,1.33,0,,89.4,5500,0.95,1
WASP-77 A b,WASP-77 A,Transit,1.3600306,0.02396,13.563,559.3808,1.234,0,1674,89.4,5500,,
WASP-77 A b,WASP-77 A,Transit,1.36002869,,,,,,,,,,
WASP-77 A b,WASP-77 A,Transit,1.36002828,,13.091,,,,1544,,5500,0.93,
WASP-77 A b,WASP-77 A,Transit,1.3600289,,,,,,,,5500,,
WASP-77 A b,WASP-77 A,Transit,1.3600309,0.02405,13.563,560.33429,1.234,0.0075,,89.4,5500,0.95,1
WASP-77 A b,WASP-77 A,Transit,1.36002895,,,,,,,89.4,5500,0.95,1
WASP-77 A b,WASP-77 A,Transit,1.36002854,0.02335,13.787,529.81995,1.115,0.0074,1715,88.91,5617,0.91,0.9
WASP-77 A b,WASP-77 A,Transit,1.4,0.024,13.5,572.1,1.3,0,1650,,5500,,
WASP-77 A b,WASP-77 A,Transit,1.36002922,,,,,,,,5500,0.95,1
WASP-78 b,WASP-78,Transit,2.17518,,21.633,352.7913,,0,,83.2,6100,2.46,1.87
WASP-78 b,WASP-78,Transit,2.175173,0.0367,23.091,273.3338,0.131,0,2470,81.3,6100,2.35,1.39
WASP-78 b,WASP-78,Transit,2.17517288,,18.787,,,,2124,,6291,2.06,
WASP-78 b,WASP-78,Transit,2.1751847,,,,,,,,,,
WASP-78 b,WASP-78,Transit,2.1751838,,,,,,,,6100,2.46,1.87
WASP-78 b,WASP-78,Transit,2.1751852,,,,,,,,6100,2.2,1.33
WASP-78 b,WASP-78,Transit,2.175185,,,,,,,83.2,6100,2.2,1.33
WASP-78 b,WASP-78,Transit,2.1751763,0.03488,17.822,259.66711,0.251,0.092,,83.2,6100,2.09,1.18
WASP-78 b,WASP-78,Transit,2.17517632,0.0362,19.055,282.857,0.24,0,2350,83.2,6100,2.2,1.33
WASP-79 b,WASP-79,Transit,3.662392,0.0519,17.15,270.15415,,0,1716,86.1,6600,1.51,1.39
WASP-79 b,WASP-79,Transit,3.66239222,,,,,,,,,,
WASP-79 b,WASP-79,Transit,3.6623866,0.0535,23.43,286.03,0.13,0,1900,83.3,6600,1.91,1.52
WASP-79 b,WASP-79,Transit,3.6623925,,,,,,,,6600,1.91,1.52
WASP-79 b,WASP-79,Transit,3.662392,0.0519,17.15,270.1555,0.318,0,1716,86.1,6600,1.51,1.39
WASP-79 b,WASP-79,Transit,3.66239163,,,,,,,85.4,6600,1.91,1.52
WASP-79 b,WASP-79,Transit,3.66238,,18.719,270.1555,,0,,85.4,6600,1.6,1.43
WASP-79 b,WASP-79,Transit,3.66239178,,17.281,,,,1625,,6600,1.49,
WASP-79 b,WASP-79,Transit,3.66239344,,,,,,,,,,
WASP-79 b,WASP-79,Transit,3.6623907,,,,,,,,6600,1.6,1.43
WASP-79 b,WASP-79,Transit,3.6623866,0.0521,20.4,267.93069,0.178,0.066,,84.3,6600,1.69,1.42
WASP-8 b,WASP-8,Transit,8.15872,,12.666,807.2882,,0.31,,88.55,5600,1.03,1.34
WASP-8 b,WASP-8,Transit,8.15872562,,,,,,,,5600,,
WASP-8 b,WASP-8,Transit,8.158724,,,711.9392,,0.3044,,,,,1.04
WASP-8 b,WASP-8,Transit,8.2,0.08,11.2,699.2,2.6,0.3,950,,5600,,
WASP-8 b,WASP-8,Transit,8.158715,0.0801,11.635,713.18,,0.31,,88.55,5600,0.94,1.03
WASP-8 b,WASP-8,Transit,8.15872656,,,,,0.31,,88.55,5600,0.94,1.03
WASP-8 b,WASP-8,Transit,8.158715,0.0801,11.635,677.61356,2.47,0.3057,,88.55,5600,0.94,1.03
WASP-8 b,WASP-8,Transit,8.158715,,,,,0.304,,88.55,5600,0.94,
WASP-8 b,WASP-8,Transit,8.1587261,,12.739,,,,1059,,5600,1,
WASP-8 b,WASP-8,Transit,8.1587289,,,,,,,,,,
WASP-8 c,WASP-8,Radial Velocity,4323,5.28,,,,0,,,,,1.04
WASP-80 b,WASP-80,Transit,3.06785952,0.03427,10.671,171.6282,0.776,0.02,,89.92,4150,0.57,0.57
WASP-80 b,WASP-80,Transit,3.0678504,0.0346,10.671,176.07,0.737,0.07,,89.92,4145,0.57,0.57
WASP-80 b,WASP-80,Transit,3.06785952,,,,,0,600,88.91,4100,,
WASP-80 b,WASP-80,Transit,,0.03479,11.052,178.62046,0.73,,825,,,0.59,0.6
WASP-80 b,WASP-80,Transit,3.06785251,,,,,0.002,,89.02,4145,0.57,0.57
WASP-80 b,WASP-80,Transit,3.06781599,,11.8,,,,744,,3965,0.64,
WASP-80 b,WASP-80,Transit,3.06785271,,,,,,,,4145,0.57,0.57
WASP-80 b,WASP-80,Transit,3.0678527,,,,,,,,,,
WASP-80 b,WASP-80,Transit,3.1,0.034,10.65,174.8,0.73,0,800,,4150,,
WASP-80 b,WASP-80,Transit,3.06785234,0.0344,11.198,170.99254,0.717,0.002,825,89.02,4143,0.59,0.58
WASP-81 b,WASP-81,Transit,2.71648416,,,,,,,88.7,5870,1.28,1.08
